num_citations,title,authors,year,url
2,Efficient encoding of customer class load profiles,,2013,http://ieeexplore.ieee.org/abstract/document/6757767/
2,Semantic retrieval of personal photos using a deep autoencoder fusing visual features with speech annotations represented as word/paragraph vectors.,,2015,http://speech.ee.ntu.edu.tw/~tlkagk/paper/photo_IS15.pdf
2,Sparse representation for kinect based hand gesture recogntion system,,2013,http://www.atlantis-press.com/php/download_paper.php?id=8905
2,Advances in modeling human category learning with DIVA,KJ Kurtz,2008,http://escholarship.org/uc/item/3m21f8nf.pdf
2,"Learning to communicate: channel auto-encoders, domain specific regularizers, and attention",TJ O'Shea et al.,2016,https://arxiv.org/abs/1608.06409
2,Conservativeness of untied auto-encoders,DJ Im & R Memisevic,2015,https://arxiv.org/abs/1506.07643
2,A Hierarchical Approach for Handwritten Digit Recognition Using Sparse Autoencoder,NDH Le,2014,http://link.springer.com/chapter/10.1007/978-3-319-03206-1_10
2,Design of Fuzzy k-Nearest Neighbors Classifiers based on Feature Extraction by using Stacked Autoencoder,,2015,http://www.koreascience.or.kr/article/ArticleFullRecord.jsp?cn=DHJGII_2015_v64n1_113
2,Refined pan-sharpening with nsct and hierarchical sparse autoencoder,,2016,http://ieeexplore.ieee.org/abstract/document/7523328/
2,Recognizing facial expressions from videos using Deep Belief Networks,,2009,http://cs229.stanford.edu/proj2010/RaoThiagarajan-RecognizingFacialExpressionsFromVideosUsingDeepBeliefNetworks.pdf
2,Using convolutional features and a sparse autoencoder for land-use scene classification,E Othman et al.,2016,http://www.tandfonline.com/doi/abs/10.1080/01431161.2016.1171928
2,An automated machine learning approach applied to robotic stroke rehabilitation,J Snoek et al.,2012,http://www.aaai.org/ocs/index.php/FSS/FSS12/paper/view/5624
2,IPMiner: hidden ncRNA-protein interaction sequential pattern mining with stacked autoencoder for accurate computational prediction,X Pan & J Yan,2016,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-016-2931-8
2,The effect of different hidden unit number of sparse autoencoder,,2015,http://ieeexplore.ieee.org/abstract/document/7162335/
2,Construction and Reduction Methods of Vulnerability Index System in Power SCADA,,2014,http://www.earticle.net/Article.aspx?sn=237093
2,The CLEAR 2006 CMU acoustic environment classification system,,2007,http://www.springerlink.com/index/7G8NQX41286254Q8.pdf
2,Bengali handwritten numeric character recognition using denoising autoencoders,,2015,http://ieeexplore.ieee.org/abstract/document/7275002/
2,Deep kinship verification,M Wang et al.,2015,http://ieeexplore.ieee.org/abstract/document/7340820/
2,Reconstruction of handwritten digit images using autoencoder neural networks,,2008,
1,High speed deep networks based on Discrete Cosine Transformation,,2014,http://ieeexplore.ieee.org/abstract/document/7026196/
1,A function-wise pre-training technique for constructing a deep neural network based spectral model in statistical parametric speech synthesis,,2015,http://www.research.ed.ac.uk/portal/files/23403651/Takaki_et_al_2015_A_function_wise_pre_training_technique.pdf
1,End-to-end ASR-free keyword search from speech,K Audhkhasi & A Sethy,2017,https://arxiv.org/abs/1701.04313
1,Fault diagnosis based on deep learning,,2016,http://ieeexplore.ieee.org/abstract/document/7526751/
1,Deep neural ensemble for retinal vessel segmentation in fundus images towards achieving label-free angiography,A Lahiri et al.,2016,http://ieeexplore.ieee.org/abstract/document/7590955/
1,Stochastic video prediction with conditional density estimation,J Brofos & HH Bui,2016,https://pdfs.semanticscholar.org/89d2/c247347bc517251998c4826076fa3cb0ca76.pdf
1,Single image main objects extraction via stacked sparse auto-encoders using sharpness information,,2014,http://ieeexplore.ieee.org/abstract/document/7231904/
1,Application of semi-supervised deep learning to lung sound analysis,D Chamberlain & R Kodgule,2016,http://ieeexplore.ieee.org/abstract/document/7590823/
1,A data-driven color feature learning scheme for image retrieval,RR Varior & G Wang,2015,http://ieeexplore.ieee.org/abstract/document/7178187/
1,Learning representations of linguistic sequences,CT Kello et al.,2005,
1,Multimodal biometric gait database: a comparison study,E Hossain & G Chetty,2014,http://search.proquest.com/openview/2bb0efd632e34ab25847ad70e46efe41/1?pq-origsite=gscholar&cbl=396457
1,Modelling the transition from perceptual to conceptual organization,G Westermann & D Mareschal,2009,http://books.google.com/books?hl=en&lr=&id=n5hpDQAAQBAJ&oi=fnd&pg=PA153&dq=autoencoder&ots=GEyj-lNsWx&sig=dAtuS663npqntu0TzApKeCMuZXk
1,Fishing activity detection from AIS data using autoencoders,X Jiang et al.,2016,http://link.springer.com/chapter/10.1007/978-3-319-34111-8_4
1,Gender classification of subjects from cerebral blood flow changes using Deep Learning,,2014,http://ieeexplore.ieee.org/abstract/document/7008672/
1,A novel approach for trajectory feature representation and anomalous trajectory detection,,2015,http://ieeexplore.ieee.org/abstract/document/7266680/
1,Improving Automatic Speech Recognition Containing Additive Noise Using Deep Denoising Autoencoders of LSTM Networks,M Coto-Jiménez,2016,http://link.springer.com/chapter/10.1007/978-3-319-43958-7_42
1,Monophonic sound source separation by non-negative sparse autoencoders,,2014,http://ieeexplore.ieee.org/abstract/document/6974492/
1,Autoencoder With Invertible Functions for Dimension Reduction and Image Reconstruction,Y Yang,2016,http://ieeexplore.ieee.org/abstract/document/7797236/
1,Indexing Mayan hieroglyphs with neural codes,E Roman-Rangel & S Marchand-Maillet,2016,http://www.idiap.ch/project/maaya/files/2016-ICPR.pdf
1,Deep Predictive Policy Training using Reinforcement Learning,A Ghadirzadeh et al.,2017,https://arxiv.org/abs/1703.00727
1,Improving the Architecture of an Autoencoder for Dimension Reduction,,2014,http://ieeexplore.ieee.org/abstract/document/7307054/
1,RODEO: Robust DE-aliasing autoencOder for real-time medical image reconstruction,J Mehta & A Majumdar,2017,http://www.sciencedirect.com/science/article/pii/S0031320316302850
1,Model-coupled autoencoder for time series visualisation,P Tiňo & KL Polsterer,2016,http://www.sciencedirect.com/science/article/pii/S0925231216002587
1,Accurate Aggregation of Local Features by using K-sparse Autoencoder for 3D Model Retrieval,T Furuya & R Ohbuchi,2016,http://dl.acm.org/citation.cfm?id=2912054
1,Adaptive Deep Supervised Autoencoder Based Image Reconstruction for Face Recognition,,2016,https://www.hindawi.com/journals/mpe/2016/6795352/abs/
1,Detection of Application Layer DDoS attack by feature learning using Stacked AutoEncoder,,2016,http://ieeexplore.ieee.org/abstract/document/7514608/
1,Recursive Autoencoder with HowNet Lexicon for Sentence-Level Sentiment Analysis,,2015,http://dl.acm.org/citation.cfm?id=2818908
1,Nonlinear model reduction by deep autoencoder of noise response data,K Kashima,2016,http://ieeexplore.ieee.org/abstract/document/7799153/
1,Deep Feature Consistent Variational Autoencoder,L Shen & G Qiu,2016,https://arxiv.org/abs/1610.00291
1,A Framework for Automatically Extracting Overvoltage Features Based on Sparse Autoencoder,K Chen,2016,http://ieeexplore.ieee.org/abstract/document/7458873/
1,ヒトの尿データへの DeepLearning 適用による肺がん判定の試行と考察,,2015,https://kaigi.org/jsai/webprogram/2015/pdf/2C1-OS-06a-2.pdf
1,Learning Deep Autoencoders without Layer-wise Training,Y Zhou & V Govindaraju,2014,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.748.3349&rep=rep1&type=pdf
1,EMIF: Towards a Scalable and Effective Indexing Framework for Large Scale Music Retrieval,T Mei et al.,2015,http://dl.acm.org/citation.cfm?id=2749346
1,Mid-level features for audio chord estimation using stacked denoising autoencoders,,2013,http://romip.ru/russiras/doc/2013_for_participant/russirysc2013_submission_13_1.pdf
1,基于稀疏自编码深度神经网络的林火图像分类,,2014,http://ceaj.com.cn/EN/article/downloadArticleFile.do?attachType=PDF&id=32704
1,智能电网状态估计系统的研究及实现 [D],,2012,http://cdmd.cnki.com.cn/Article/CDMD-10079-1012428943.htm
1,Competitive learning by entropy minimization,,1993,http://www.springerlink.com/index/Y22745160628263L.pdf
1,Sparse auto-encoded hypo-metabolism patterns in Alzheimer's disease and mild cognitive impairment,S Liu et al.,2013,http://jnm.snmjournals.org/content/54/supplement_2/1807.short
1,Switched linear encoding with rectified linear autoencoders,,2013,https://arxiv.org/abs/1301.3753
1,Cyberbullying Detection based on Semantic-Enhanced Marginalized Denoising Auto-Encoder,R Zhao,2016,http://ieeexplore.ieee.org/abstract/document/7412690/
1,Hyperspectral classification via learnt features,M Siegel,2015,http://ieeexplore.ieee.org/abstract/document/7351271/
1,SAFS: A deep feature selection approach for precision medicine,,2016,http://ieeexplore.ieee.org/abstract/document/7822569/
1,Two-Layer Contractive Encodings with Shortcuts for Semi-Supervised Learning,H Schulz et al.,2013,http://link.springer.com/chapter/10.1007/978-3-642-42054-2_56
1,Reservoir computing for emotion valence discrimination from EEG signals,L Bozhkov et al.,2017,http://www.sciencedirect.com/science/article/pii/S0925231216311638
1,Heterogeneity-entropy based unsupervised feature learning for personality prediction with cross-media data,,2016,http://ieeexplore.ieee.org/abstract/document/7552980/
1,Diagnosis of tidal turbine vibration data through deep neural networks,,2016,http://strathprints.strath.ac.uk/57127/
1,Head-shoulder detection using deep autoencoders,,2016,http://www.indjst.org/index.php/indjst/article/view/104302
1,Performance evaluation of typical unsupervised feature learning algorithms for visual object recognition,Z Yin,2014,http://ieeexplore.ieee.org/abstract/document/7053598/
1,Heterogeneous face recognition based on modality-independent Kernel Fisher discriminant analysis joint sparse auto-encoder,,2016,http://digital-library.theiet.org/content/journals/10.1049/el.2016.2661
1,A dynamic state estimation method based on mixed measurements for power system,,2013,http://www.pe.org.pl/articles/2013/5/44.pdf
1,Low bitrates audio bandwidth extension using a deep auto-encoder,,2015,http://link.springer.com/chapter/10.1007/978-3-319-24075-6_51
1,Autoencoder for polysemous word,CY Liou,2012,http://link.springer.com/chapter/10.1007/978-3-642-36669-7_56
1,Stacked auto-encoder for ASR error detection and word error rate prediction.,S Jalalvand & D Falavigna,2015,https://hlt-mt.fbk.eu/sites/hlt-mt.fbk.eu/files/naacl2015tointerspeech2015.pdf
1,Generalized extreme learning machine autoencoder and a new deep neural network,J Zhang,2017,http://www.sciencedirect.com/science/article/pii/S092523121631503X
1,Transformer fault diagnosis using continuous sparse autoencoder,X Zhao,2016,https://springerplus.springeropen.com/articles/10.1186/s40064-016-2107-7
1,Ultrametric structure in autoencoder error surfaces,M Gallagher & I Wood,1998,http://link.springer.com/10.1007/978-1-4471-1599-1_23
1,A convolutional autoencoder for multi-subject fmri data aggregation,PH Chen et al.,2016,https://arxiv.org/abs/1608.04846
1,Adaptive background search and foreground estimation for saliency detection via comprehensive autoencoder,A Li & Y Yuan,2016,http://ieeexplore.ieee.org/abstract/document/7532863/
1,Unsupervised adaptation of a denoising autoencoder by bayesian feature enhancement for reverberant asr under mismatch conditions,J Heymann et al.,2015,http://ieeexplore.ieee.org/abstract/document/7178933/
1,Collaborative recurrent autoencoder: Recommend while learning to fill in the blanks,H Wang & DY Yeung,2016,http://papers.nips.cc/paper/6163-collaborative-recurrent-autoencoder-recommend-while-learning-to-fill-in-the-blanks
1,Multi-step-ahead host load prediction using autoencoder and echo state networks in cloud computing,X Xing,2015,http://link.springer.com/article/10.1007/s11227-015-1426-8
1,Estimation of Players' Actions in Soccer Matches Based On Deep Autoencoder,,2015,http://www.er.ams.eng.osaka-u.ac.jp/Paper/2015/Copete15a.pdf
1,De-convolutional auto-encoder for enhancement of fingerprint samples,C Busch,2016,http://ieeexplore.ieee.org/abstract/document/7821036/
1,Group sparse autoencoder,A Sankaran et al.,2017,http://www.sciencedirect.com/science/article/pii/S0262885617300136
1,Sparse Autoencoder [J/OL],,2014,
1,"An end-to-end convolutional selective autoencoder approach to soybean cyst nematode eggs detection, Knowledge Discovery and Data Mining workshop …",,2016,
1,Contractive De-noising Auto-encoder,,2013,https://arxiv.org/abs/1305.4076
1,Picture blind source separation by auto-encoder identity mapping with structural pruning,,2002,http://ieeexplore.ieee.org/abstract/document/1202849/
1,Hybrid auto encoder network for iris nevus diagnosis considering potential malignancy,OK Oyedotun et al.,2015,http://ieeexplore.ieee.org/abstract/document/7323305/
1,Auto-encoder using the bi-firing activation function,WWY Ng,2014,http://ieeexplore.ieee.org/abstract/document/7009128/
1,Facial landmark detection via pose-induced auto-encoder networks,J Yang,2015,http://ieeexplore.ieee.org/abstract/document/7351174/
1,Unsupervised feature learning by pre-route simulation of auto-encoder behavior model,,2014,http://www.waset.org/publications/9998129
1,A novel denoising autoencoder assisted segmentation algorithm for cotton field,H Lu & Y Zhu,2015,http://ieeexplore.ieee.org/abstract/document/7382568/
1,Comprehensive autoencoder for prostate recognition on MR images,X Wang et al.,2016,http://ieeexplore.ieee.org/abstract/document/7493479/
1,Denoising Autoencoder for Eletrocardiogram Signal Enhancement,,2015,http://www.ingentaconnect.com/content/asp/jmihi/2015/00000005/00000008/art00036
1,Research of text categorization based on sparse autoencoder algorithm,SJ QIN,2013,http://en.cnki.com.cn/Article_en/CJFDTOTAL-KXJS201331052.htm
1,Autoencoder: Approach to the reduction of the dimension of the vector space with controlled loss of information,,2015,http://ieeexplore.ieee.org/abstract/document/7181894/
1,Learning visual co-occurrence with auto-encoder for image super-resolution,,2014,http://ieeexplore.ieee.org/abstract/document/7041671/
1,Visualizing Stacked Autoencoder Language Learning,T Barron,2016,http://cs.coloradocollege.edu/~mwhitehead/files/mypapers/wordclouds.pdf
1,Change detection based on auto-encoder model for VHR images,Y Xu & S Xiang,2013,http://proceedings.spiedigitallibrary.org/proceeding.aspx?articleid=1762974
1,Novel subband autoencoder features for non-intrusive quality assessment of noise suppressed speech,H Patil,2016,https://www.researchgate.net/profile/Meet_Soni3/publication/307889587_Novel_Subband_Autoencoder_Features_for_Non-Intrusive_Quality_Assessment_of_Noise_Suppressed_Speech/links/583bd04f08ae3a74b4a06fdd.pdf
1,Hyperspectral anomaly detection method based on auto-encoder,A Çalışkan & A Koz,2015,http://proceedings.spiedigitallibrary.org/proceeding.aspx?articleid=2464534
1,A Robust Acoustic Feature Extraction Approach Based on Stacked Denoising Autoencoder,JH Liu & YX Zou,2015,http://ieeexplore.ieee.org/abstract/document/7153865/
1,Denoising autoencoder for iris recognition in noncooperative environments,E Luz & D Menotti,2015,http://link.springer.com/chapter/10.1007/978-3-319-25751-8_25
1,Autoencoder-derived Features as Inputs to Classification Algorithms for Predicting Well Failures,,2015,https://www.onepetro.org/conference-paper/SPE-174015-MS
1,Sparse Autoencoder based deep neural network for voxelwise detection of cerebral microbleed,,2016,http://ieeexplore.ieee.org/abstract/document/7823881/
1,A denoising autoencoder that guides stochastic search,S Sigtia & C Fernando,2014,https://arxiv.org/abs/1404.1614
1,Label-Denoising Auto-encoder for Classification with Inaccurate Supervision Information,D Wang & X Tan,2014,http://ieeexplore.ieee.org/abstract/document/6977339/
1,Marginalized denoising autoencoder via graph regularization for domain adaptation,Y Peng & BL Lu,2013,http://link.springer.com/chapter/10.1007/978-3-642-42042-9_20
1,Single-image splicing localization through autoencoder-based anomaly detection,D Cozzolino & L Verdoliva,2016,http://ieeexplore.ieee.org/abstract/document/7823921/
1,Stacked denoising autoencoder and dropout together to prevent overfitting in deep neural network,,2015,http://ieeexplore.ieee.org/abstract/document/7407967/
1,A robust digital image watermarking technique using auto encoder based convolutional neural networks,K Haribabu & G Subrahmanyam,2015,http://ieeexplore.ieee.org/abstract/document/7495522/
1,Nonlinear dimensionality reduction for intrusion detection using auto-encoder bottleneck features,,2015,http://ieeexplore.ieee.org/abstract/document/7288799/
1,Deep neural network for online writer identification using Beta-elliptic model,T Dhieb et al.,2016,http://ieeexplore.ieee.org/abstract/document/7727426/
1,Motion recognition by using a stacked autoencoder-based deep learning algorithm with smart phones,,2015,http://link.springer.com/chapter/10.1007/978-3-319-21837-3_76
1,Bangla handwritten digit recognition using autoencoder and deep convolutional neural network,M Shopon,2016,http://ieeexplore.ieee.org/abstract/document/7860340/
1,Consensus style centralizing auto-encoder for weak style classification,S Jiang et al.,2016,http://dl.acm.org/citation.cfm?id=3015993
1,基于深度学习的不完整大数据填充算法,,2014,http://d.wanfangdata.com.cn/periodical_wdzxyjsj201412039.aspx
1,An adaptive stacked denoising auto-encoder architecture for human action recognition.,D Wu,2014,http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=16627482&AN=100087609&h=TAxXeCiYDJvwRz%2B0odToP%2FWsuE86Bw7gIIJdf%2B%2Fc3ajkmRCqx3ebqtUtgBJF6HC1YwAGotJ4euj8W9n3RRpSKg%3D%3D&crl=c
1,Deep Learning Methods for Vision,R Fergus,2012,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.727.8093&rep=rep1&type=pdf
1,Improving Decision Analytics with Deep Learning: The Case of Financial Disclosures,S Feuerriegel,2015,https://arxiv.org/abs/1508.01993
1,Deep model based domain adaptation for fault diagnosis,Y Cheng,2017,http://ieeexplore.ieee.org/abstract/document/7740016/
1,Cross-language speech attribute detection and phone recognition for Tibetan using deep learning,,2014,http://ieeexplore.ieee.org/abstract/document/6936682/
1,Improving Decision Analytics with Deep Learning: The Case of Financial Disclosures,S Feuerriegel,2016,http://aisel.aisnet.org/cgi/viewcontent.cgi?article=1018&context=ecis2016_rip
1,Real-time activity recognition via deep learning of motion features,K Konda & R Memisevic,2015,http://books.google.com/books?hl=en&lr=&id=USGLCgAAQBAJ&oi=fnd&pg=PA427&dq=autoencoder&ots=FrlamrHYTL&sig=VpEQ59wBC80Fpo5Vh-Qvl6YQuG8
1,A Deep Learning Method for Braille Recognition,,2014,http://ieeexplore.ieee.org/abstract/document/7065649/
1,Modeling local field potentials with recurrent neural networks,A Widge,2015,https://pdfs.semanticscholar.org/34cf/8f546b1f5bc3fe3ddbd9d0ac59358c5703a6.pdf
1,Latent subspace clustering based on deep neural networks,C Shang & F Yang,2014,https://pdfs.semanticscholar.org/144b/bc2abe3b706c8d161160c409efa32157d722.pdf
1,Autoencoding ground motion data for visualisation,,2012,http://www.springerlink.com/index/HV872KJ328N18287.pdf
1,Nonlinear dimensionality reduction of mass spectrometry data for odor sensing,,2015,http://ieeexplore.ieee.org/abstract/document/7295807/
1,A Semi-supervised Approach for Water Quality Detection based on IoT Network,,2016,http://bit.kuas.edu.tw/~jihmsp/2016/vol7/JIH-MSP-2016-04-017.pdf
1,Interpretation of Low Dimensional Neural Network Bottleneck Features in Terms of Human Perception and Production,P Weber et al.,2016,https://www.researchgate.net/profile/Philip_Weber2/publication/303923325_Interpretation_of_Low_Dimensional_Neural_Network_Bottleneck_Features_in_Terms_of_Human_Perception_and_Production/links/57612d4a08aeeada5bc4d3dd.pdf
1,Locality sensitive hashing of customer load profiles,,2013,http://ieeexplore.ieee.org/abstract/document/6749779/
1,Towards Feature Learning for HMM-based Offline Handwriting Recognition,GA Fink et al.,2011,https://eldorado.tu-dortmund.de/handle/2003/27556
1,A Rapid Hybrid Distributed Intrusion Detection Scheme for Large Scale Data Set,,2013,
1,Experimental Study of Unsupervised Feature Learning for HEp-2 Cell Images Clustering,Z Gao et al.,2014,http://ieeexplore.ieee.org/abstract/document/7008108/
1,Energy Science and Applied Technology ESAT 2016,,2016,http://www.crcnetbase.com/doi/pdfplus/10.1201/9781315375076-142
1,Auto-encoder pre-training of segmented-memory recurrent neural networks.,S Glüge et al.,2013,https://www.elen.ucl.ac.be/Proceedings/esann/esannpdf/es2013-50.pdf
1,Fast learning method for convolutional neural networks using extreme learning machine and its application to lane detection,,2017,http://www.sciencedirect.com/science/article/pii/S0893608016301885
1,Deep learning for brain decoding,O Firat et al.,2014,http://ieeexplore.ieee.org/abstract/document/7025563/
1,Comparison of Four-and Six-Layered Configurations for Deep Network Pretraining,T Kärkkäinen,2016,https://www.elen.ucl.ac.be/Proceedings/esann/esannpdf/es2016-45.pdf
1,"Multi-label, multi-class classification using polylingual embeddings",G Balikas & MR Amini,2016,http://link.springer.com/chapter/10.1007/978-3-319-30671-1_59
1,Semi-Supervised Learning with the Deep Rendering Mixture Model,RG Baraniuk,2016,https://arxiv.org/abs/1612.01942
1,CPCA: a multiplierless neural PCA,R Dogaru & I Dogaru,2004,http://ieeexplore.ieee.org/abstract/document/1381075/
1,"A Tutorial on Deep Learning Part 2: Autoencoders, Convolutional Neural Networks and Recurrent Neural Networks",QV Le,2015,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.703.5244&rep=rep1&type=pdf
1,Empirical Evaluation of Whitening and Optimization of Feature Learning,,2014,http://ieeexplore.ieee.org/abstract/document/7046035/
1,The Next Generation Neural Networks: Deep Learning and Spiking Neural Networks,,2014,http://www.nst.ei.tum.de/fileadmin/w00bqs/www/publications/as/2014SS-HS-DeepLearningAndSNN.pdf
1,Implicit Parameter Resonance in Autoassociative Neural Network Encoders,BB Thompson & RJ Marks II,2005,
1,ECG signal enhancement based on improved denoising auto-encoder,Z Hou,2016,http://www.sciencedirect.com/science/article/pii/S0952197616300331
1,Deep Transform: Time-Domain Audio Error Correction via Probabilistic Re-Synthesis,AJR Simpson,2015,https://arxiv.org/abs/1503.05849
1,Bearing fault diagnosis with auto-encoder extreme learning machine: A comparative study,W Mao,2016,http://pic.sagepub.com/content/early/2016/11/03/0954406216675896.abstract
1,Japanese Sentiment Classification with Stacked Denoising Auto-Encoder using Distributed Word Representation.,M Komachi,2015,https://www.aclweb.org/anthology/Y/Y15/Y15-1018.pdf
1,Deep auto-encoder based clustering,Y Huang et al.,2014,http://content.iospress.com/articles/intelligent-data-analysis/ida00709
1,Gear fault detection under fluctuating operating conditions by means of discrepancy analysis,T Heyns,2012,http://link.springer.com/chapter/10.1007/978-3-642-28768-8_9
1,Pattern recognition: invariance learning in convolutional auto encoder network,OK Oyedotun & K Dimililer,2016,http://search.proquest.com/openview/e7ae4290781e563cddb08742dc657d51/1?pq-origsite=gscholar&cbl=2026669
1,Modeling time-series with deep networks,M Längkvist,2014,http://www.diva-portal.org/smash/record.jsf?pid=diva2:769465
1,From multiple views to single view: A neural network approach,AP Sarath Chandar,2015,http://dl.acm.org/citation.cfm?id=2732602
1,Gradual training of deep denoising auto encoders,,2014,https://arxiv.org/abs/1412.6257
1,Contracting Auto-Encoders,S Rifai & P Vincent,2011,https://pdfs.semanticscholar.org/9db1/6a2dbc060526f520aab9a15b8316e2e6c12a.pdf
1,LBANN: Livermore big artificial neural network HPC toolkit,K Boakye,2015,http://dl.acm.org/citation.cfm?id=2834897
1,A novel method based on data visual autoencoding for time-series classification,Y Wang & L Guo,2015,http://link.springer.com/chapter/10.1007/978-3-662-46469-4_10
1,Comparison of auto-encoders with different sparsity regularizers,,2015,http://ieeexplore.ieee.org/abstract/document/7280364/
1,Regularization method for solving denoising and inpainting task using stacked sparse denoising autoencoders,,2016,http://search.proquest.com/openview/8e336ec84507e9897b714eaa53d45b46/1?pq-origsite=gscholar&cbl=1216343
1,Mapping between ultrasound and vowel speech using DNN framework,,2014,http://ieeexplore.ieee.org/abstract/document/6936700/
0,Detecting multiple changes from multi-temporal images by using stacked denosing autoencoder based change vector analysis,,2016,http://ieeexplore.ieee.org/abstract/document/7727343/
0,SPATIAL-SPECTRAL CLASSIFICATION BASED ON THE UNSUPERVISED CONVOLUTIONAL SPARSE AUTO-ENCODER FOR HYPERSPECTRAL REMOTE  …,Y Zhong,2016,http://www.isprs-ann-photogramm-remote-sens-spatial-inf-sci.net/III-7/25/2016/isprs-annals-III-7-25-2016.pdf
0,Predicting backbone Cα angles and dihedrals from protein sequences by stacked sparse auto-encoder deep neural network,R Heffernan et al.,2014,https://research-repository.griffith.edu.au/bitstream/handle/10072/64247/98338_1.pdf?sequence=1
0,Predictor Discovery for Early-late Indian Summer Monsoon Using Stacked Autoencoder,M Saha et al.,2016,http://www.sciencedirect.com/science/article/pii/S1877050916307517
0,Nonparametrically Guided Autoencoder with Laplace Approximation for dimensionality reduction,J Gao,2016,http://ieeexplore.ieee.org/abstract/document/7727631/
0,Bayesian AutoEncoder: generation of Bayesian networks with hidden nodes for features,,2016,http://dl.acm.org/citation.cfm?id=3016538
0,Learning a good representation with unsymmetrical auto-encoder,Q Guo & Z Yi,2016,http://link.springer.com/article/10.1007/s00521-015-1939-3
0,Deep Learning for solar power forecasting—An approach using AutoEncoder and LSTM Neural Networks,A Gensler & B Sick,2016,http://ieeexplore.ieee.org/abstract/document/7844673/
0,A Hybrid Autoencoder and Density Estimation Model for Anomaly Detection,M Nicolau & J McDermott,2016,http://link.springer.com/chapter/10.1007/978-3-319-45823-6_67
0,Single Sample Face Recognition from Video via Stacked Supervised Auto-Encoder,PJS Vega & RQ Feitosa,2016,http://ieeexplore.ieee.org/abstract/document/7813021/
0,Age invariant face recognition and retrieval by coupled auto-encoder networks,M Ye,2017,http://www.sciencedirect.com/science/article/pii/S0925231216311729
0,Sparsely connected autoencoder,A Majumdar,2016,http://ieeexplore.ieee.org/abstract/document/7727437/
0,A convolutional autoencoder as a generative model of images for problems of distinguishing attributes and restoring images in missing regions,IN Zhdanov,2015,https://www.osapublishing.org/abstract.cfm?uri=jot-82-8-528
0,Sparse autoencoder based spatial pyramid facial feature learning,,2015,http://ieeexplore.ieee.org/abstract/document/7486607/
0,δ-agree Adaboost Stacked Autoencoder for Short-term Traffic Flow Forecasting,T Zhou & Z Lin,2017,http://www.sciencedirect.com/science/article/pii/S0925231217305647
0,Low-level structure feature extraction for image processing via stacked sparse denoising autoencoder,,2017,http://www.sciencedirect.com/science/article/pii/S0925231217303909
0,A classification method for moving targets in the wild based on microphone array and linear sparse auto-encoder,,2017,http://www.sciencedirect.com/science/article/pii/S0925231217301947
0,Tuning electrical stimulation for thalamic visual prosthesis: An autoencoder-based approach,A Jawwad & B Abdullah,2016,http://ieeexplore.ieee.org/abstract/document/7591955/
0,Experiments on classification of electroencephalography (EEG) signals in imagination of direction using Stacked Autoencoder,,2017,http://alife-robotics.co.jp/homepage2018/members2017/icarob/data/html/data/GS_pdf/GS1/GS1-3.pdf
0,Skill Transfer between Humans and Robots Based on Dynamic Movement Primitives and Sparse Autoencoder,,2017,http://etd.library.vanderbilt.edu/available/etd-03242017-160746/unrestricted/LiMingqi.pdf
0,CDVAE: Co-embedding Deep Variational Auto Encoder for Conditional Variational Generation,J Lu et al.,2016,https://arxiv.org/abs/1612.00132
0,Reducing the negative effect of defective data on driving behavior segmentation via a deep sparse autoencoder,HL Liu & T Taniguchi,2016,http://ieeexplore.ieee.org/abstract/document/7800355/
0,A regularization framework for stereo matching using IGMRF prior and sparseness learned from autoencoder,MV Joshi,2016,http://ieeexplore.ieee.org/abstract/document/7532997/
0,A stacked sparse autoencoder based architecture for Punjabi and English spoken language classification using MFCC features,,2016,http://ieeexplore.ieee.org/abstract/document/7724269/
0,Stabilizing Linear Prediction Models Using Autoencoder,S Gopakumar et al.,2016,http://link.springer.com/chapter/10.1007/978-3-319-49586-6_46
0,Study on Battlefield Situation Assessment Model of Simulation Entity Based on Stacked Auto-Encoder Network,,2016,http://link.springer.com/chapter/10.1007/978-981-10-2666-9_54
0,Nonnegative autoencoder with simplified random neural network,Y Yin,2016,https://arxiv.org/abs/1609.08151
0,Universum Autoencoder-Based Domain Adaptation for Speech Emotion Recognition,J Deng et al.,2017,http://ieeexplore.ieee.org/abstract/document/7862157/
0,Semi-supervised auto-encoder based on manifold learning,AK Qin & YS Ong,2016,http://ieeexplore.ieee.org/abstract/document/7727724/
0,HANDWRITTEN NUMERAL RECOGNITION USING NEURAL NETWORKS,,2015,
0,Representation Learning with Smooth Autoencoder,K Liang et al.,2014,http://link.springer.com/chapter/10.1007/978-3-319-16808-1_6
0,Variational Auto-Encoder & Normalizing Flows,,2015,http://www.machinelearning.ru/wiki/images/f/f2/LebedevTuzovaVaeNfSlides.pdf
0,Summer school on semisupervised learning Variational learning part 2 Auto-encoders for un-and semisupervised learning,O Winther,2016,https://semisupervised-learning.compute.dtu.dk/wp-content/uploads/2016/01/Autoencoders_part2.pdf
0,Learning Representations with a Dynamic Objective Sparse Autoencoder,M Längkvist & A Loutfi,2012,http://www.diva-portal.org/smash/record.jsf?pid=diva2:710528
